,SPY,SPY,SPY,SPY,SPY,SPY,SPY,FSLR,FSLR,FSLR,FSLR,FSLR,FSLR,FSLR,SEDG,SEDG,SEDG,SEDG,SEDG,SEDG,SEDG,DQ,DQ,DQ,DQ,DQ,DQ,DQ,CSIQ,CSIQ,CSIQ,CSIQ,CSIQ,CSIQ,CSIQ
,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
2018-05-17,271.93,273.23,271.13,272.01,56684400,226826,272.176213,72.45,72.98,70.98,71.39,1653073,12327,71.848778,67.05,68.2,65.3,66.6,788698,7873,66.911442,67.26,68.18,64.82,65.12,528090,4496,65.656708,17.59,17.75,17.28,17.45,730375,4866,17.521085
2018-05-18,271.61,272.03,270.93,271.33,65633959,201650,271.601239,71.01,71.87,69.7,70.0,1502697,13281,70.364634,66.1,67.0,65.75,66.45,462737,4770,66.511647,65.0,66.7199,64.64,64.87,364700,3278,65.162147,17.29,17.59,17.1301,17.24,477302,3353,17.297726
2018-05-21,272.99,273.98,271.3512,273.37,58038940,212256,273.095597,70.54,71.72,70.31,70.92,1262941,10856,71.058583,67.5,67.94,66.05,67.25,693496,5866,67.031606,65.9,66.56,65.0,65.52,315553,2257,65.664091,17.3,17.97,17.3,17.73,1058494,5610,17.802479
2018-05-22,273.94,274.25,272.24,272.61,52966499,191589,273.231375,71.3,71.61,69.93,69.99,824020,7640,70.444973,67.85,68.25,66.25,66.35,635027,4703,66.927976,66.66,71.5,66.1247,67.98,689301,5168,68.897717,17.78,17.81,17.15,17.18,479972,3055,17.446958
2018-05-23,271.19,273.39,270.99,273.36,64699784,244213,272.208737,69.25,69.81,67.74,68.42,1294739,11084,68.521491,65.95,66.1,60.5,61.65,2396198,19555,62.244236,67.83,67.83,62.67,63.75,594472,4227,64.545338,17.03,17.27,16.62,16.92,667692,4079,16.898602
2018-05-24,272.95,273.22,270.78,272.8,77014727,274544,272.531538,68.56,68.7999,67.48,68.37,699904,7269,68.198833,61.5,61.75,54.6,56.45,4076163,33359,57.581276,64.93,66.44,64.55,64.59,299297,3137,65.145297,16.82,16.92,16.48,16.72,561901,2593,16.709955
2018-05-25,272.15,272.86,271.58,272.15,56475455,196044,272.262471,68.07,68.87,67.472,68.25,862161,7846,68.18371,56.85,60.1,55.225,58.95,2363977,20056,58.545085,63.94,66.5,63.01,65.7,330802,2328,65.199597,16.61,16.79,16.37,16.68,446154,2450,16.636655
2018-05-29,270.26,271.17,267.76,269.02,116735132,432412,269.419584,67.8,69.72,67.64,69.21,1085625,9953,69.267285,58.75,60.55,58.275,60.2,1211200,9814,59.935187,65.46,66.3399,63.66,65.02,368332,3311,64.803568,16.31,17.02,16.2724,16.94,440656,3057,16.86192
2018-05-30,270.5,273.11,270.42,272.61,70123549,281735,271.924718,69.5,69.89,68.21,69.04,1214887,10021,68.824914,60.45,61.0,56.8,58.65,1723491,15262,58.06722,65.5,65.5,56.344,57.15,1085598,8536,58.560631,16.88,17.03,16.7,16.89,433810,3224,16.858449
2018-05-31,272.2,272.49,270.255,270.94,95069524,342558,271.312962,69.26,69.749,67.56,67.61,1195381,10518,68.097241,59.2,60.25,55.55,55.85,1496184,12882,57.076821,57.0,60.25,56.55,57.66,788586,6176,57.992413,16.82,16.8858,16.31,16.61,756436,3796,16.575274
2018-06-01,272.49,273.94,272.33,273.6,72348029,275361,273.049284,68.06,68.4,65.64,65.93,2169091,16883,66.607772,56.2,56.74,54.15,54.7,1840518,15050,54.875945,57.75,58.23,51.02,52.72,1053964,9416,53.598555,16.65,16.7493,15.55,15.69,1435705,7950,15.876095
2018-06-04,274.51,275.185,274.26,274.9,46267973,199753,274.772689,66.09,66.3928,60.924,61.74,5395378,40019,62.10508,54.75,56.3,54.33,56.0,1713658,13117,55.329498,50.76,51.0,39.6113,41.8,3680587,27615,42.453809,15.31,15.3749,13.36,13.515,4484637,19423,13.831524
2018-06-05,275.02,275.53,274.18,275.1,51793423,205397,275.02578,59.88,60.89,57.62,58.24,8140366,58975,59.016949,56.05,56.94,51.8,53.25,2916749,24001,53.413263,41.51,42.69,39.25,42.19,1968409,14996,40.641265,13.51,13.57,13.0,13.09,2559252,12711,13.149513
2018-06-06,275.9,277.52,275.09,277.4,62832215,253538,276.486138,56.6,56.8799,52.61,55.53,12046595,72731,54.305032,53.25,54.25,51.7,53.5,2266445,17091,53.228336,42.07,42.39,39.0,40.16,1345042,9936,40.439356,13.07,13.34,12.28,12.44,2966629,11461,12.494206
2018-06-07,277.98,278.28,276.34,277.37,73717555,299286,277.306263,53.71,55.1,52.11,53.28,7191116,46693,53.353799,52.65,54.0,52.1,53.45,1857974,12910,53.178794,39.63,41.65,39.54,40.16,842156,4767,40.301369,12.87,12.92,12.04,12.24,2775422,12050,12.36486
2018-06-08,276.78,278.25,276.66,278.19,72150269,238238,277.711297,53.31,54.7853,52.3,52.67,4084471,25841,53.114837,53.25,54.15,53.2,53.9,1084404,8349,53.778499,40.36,43.3823,39.85,39.96,1742183,8457,41.124207,12.25,12.68,12.24,12.34,2110756,9014,12.436732
2018-06-11,278.42,279.37,278.31,278.56,58894807,211393,278.748137,53.1,53.4,51.42,51.82,4872579,27431,52.019611,54.45,55.2,52.85,52.9,1366018,10907,53.890036,40.43,41.58,38.75,39.37,1077902,7459,39.752441,12.35,12.42,12.0562,12.2,2215741,8004,12.168396
2018-06-12,279.05,279.33,278.19,278.92,72984124,211612,278.826095,52.17,54.5,51.86,53.85,8217299,46020,53.577359,53.0,53.25,51.35,51.65,1557386,12952,51.867635,39.69,40.17,38.3,39.93,1459411,10687,39.239512,12.25,12.76,12.25,12.4,1786803,7313,12.465893
2018-06-13,279.21,279.48,277.8,278.03,79378117,275306,278.685416,54.07,54.25,52.28,52.69,4360136,25433,53.042076,51.5,53.05,50.55,51.55,1164355,10349,51.729219,39.7,40.1499,38.68,39.69,723630,5084,39.522416,12.4,12.57,12.3,12.37,1209673,5212,12.383523
2018-06-14,279.01,279.33,278.0599,278.73,77667620,233427,278.670576,52.68,54.13,52.57,53.71,2808301,18761,53.599059,51.75,52.9,50.9,51.2,1223056,9324,51.658149,39.19,39.58,35.95,37.74,1778046,10621,37.713183,12.44,12.6,12.4,12.46,1072140,5251,12.4992
2018-06-15,276.65,277.51,275.35,277.13,120673012,305807,276.757012,53.34,53.5,50.23,51.06,7092712,40219,51.057352,50.8,50.975,46.6,47.45,3602780,24324,47.656166,37.37,37.5,33.87,35.12,1128300,7388,34.904349,12.35,12.43,11.37,11.95,3873198,14906,11.730596
2018-06-18,275.47,276.7,274.95,276.56,53163695,221103,276.151288,50.7,52.51,50.55,51.83,2762373,18800,51.74812,46.6,50.1,45.85,47.7,1759746,14153,48.421057,33.49,35.82,33.34,34.72,570634,4223,34.77701,11.61,12.05,11.6,11.97,1339012,6185,11.9072
2018-06-19,273.98,275.75,273.53,275.5,97669710,337433,274.931757,51.63,52.6,51.224,52.23,1996683,15485,52.073995,46.85,49.55,46.8,49.25,1386630,10406,48.646047,34.17,35.52,33.575,35.38,628954,5872,34.594312,11.68,11.8885,11.5982,11.87,1427287,8126,11.76683
2018-06-20,276.27,276.72,275.59,275.97,54051558,212283,276.06573,52.83,52.8525,51.261,51.67,1834062,12946,51.683121,50.35,52.0,48.8,50.95,1702073,12740,50.375381,35.67,36.45,34.11,34.92,604595,4519,35.317102,11.88,12.45,11.79,12.29,1528226,7820,12.237553
2018-06-21,275.98,275.98,273.68,274.24,75659252,289344,274.618337,51.8,53.0,51.5,52.31,1962175,14020,52.306393,50.9,52.1256,49.3,50.25,1045569,9308,50.282582,35.01,35.7276,34.44,34.62,459762,2837,34.865781,12.2,12.67,12.2,12.41,1442525,6935,12.484098
2018-06-22,275.67,275.785,274.49,274.74,58532014,231536,275.09994,52.51,54.88,52.07,52.65,3575599,19733,53.222172,50.4,50.5747,48.1,50.05,673860,6783,49.721465,34.79,36.36,34.51,35.27,523068,4044,35.412387,12.48,12.75,12.351,12.49,1340998,6363,12.537956
2018-06-25,273.45,273.6162,269.1,271.0,138828162,515156,271.193515,55.0,55.7,51.8,52.64,5837009,34319,53.050129,49.6,49.85,47.5,49.2,1151653,10959,48.712517,35.34,35.34,32.75,33.5,472074,3730,33.36684,12.39,12.62,12.14,12.39,1275110,7133,12.401427
2018-06-26,271.61,272.56,270.79,271.6,68821261,304136,271.733259,52.43,52.74,50.92,51.91,2737213,18326,51.612729,49.2,49.7,47.95,48.1,877551,9491,48.693464,33.28,35.9,33.13,35.21,361872,3220,34.986727,12.21,12.2399,11.71,12.15,1097568,6435,11.996225
2018-06-27,272.27,273.865,269.18,269.35,105191674,418205,271.108875,52.28,52.69,50.97,50.98,1682237,12701,51.677442,48.05,49.65,46.375,46.45,766257,6795,47.498737,34.95,36.01,33.9,35.1,662809,4749,34.915752,12.24,12.31,11.91,11.92,591897,3627,12.087898
2018-06-28,269.26,271.75,268.49,270.89,77075079,367571,270.031931,50.8,52.38,50.57,52.13,1753386,12523,51.695288,46.35,49.9,46.05,49.5,1107908,9861,48.572678,34.88,36.075,34.58,35.51,563840,3832,35.316782,11.9,12.37,11.76,12.32,905916,4835,12.123296
2018-06-29,272.08,273.66,271.1495,271.28,102092599,329522,272.036249,52.25,53.13,52.25,52.66,2018891,16682,52.700921,49.7,50.45,47.6,47.85,1240815,6497,48.188212,35.97,36.58,35.435,35.54,312675,2670,35.951548,12.32,12.37,12.11,12.24,589341,4044,12.268873
2018-07-02,269.51,272.04,269.24,271.86,63769156,279127,270.689557,52.28,54.25,51.7,53.05,2962681,20621,53.276879,47.2,50.95,46.55,50.8,1296012,10230,49.869243,35.17,37.64,35.17,36.38,430493,3511,36.501913,12.11,12.67,12.11,12.47,650939,4274,12.422822
2018-07-03,272.88,272.98,270.42,270.9,42201071,180591,271.716151,53.37,53.68,52.18,52.36,1000848,7280,52.751187,51.0,51.9,48.55,49.95,619065,4816,50.008652,36.53,38.1,36.41,37.1,407567,2828,37.405344,12.6,12.68,12.17,12.2,364277,2141,12.307414
2018-07-05,272.16,273.18,270.96,273.11,57441049,260592,272.247814,52.51,53.35,51.77,53.3,1463285,11572,52.767188,50.3,51.3,49.65,51.2,749931,6339,50.76916,37.18,39.59,37.18,38.69,1333053,7398,38.688989,12.26,12.58,12.22,12.41,502595,3555,12.429152
2018-07-06,273.14,275.84,272.715,275.42,66693896,269826,274.929843,53.3,54.74,52.67,54.53,1602611,12639,54.095911,51.15,54.0,50.75,53.65,1049799,8929,53.124501,38.6,38.78,37.93,38.55,423708,3741,38.342185,12.39,12.88,12.39,12.76,845094,3598,12.654419
2018-07-09,276.56,277.96,276.5,277.9,51771719,212828,277.260701,54.92,54.92,53.3,54.83,1896550,14107,54.304895,54.6,55.0,52.1,54.3,916227,8127,53.631071,38.9,40.99,38.85,39.39,772171,5484,39.750343,12.92,13.18,12.81,13.07,674442,4540,13.034321
2018-07-10,278.4,279.01,278.08,278.9,52147083,207663,278.580198,55.04,55.75,54.89,55.22,1544098,11416,55.321175,54.65,54.65,52.75,53.0,610902,5389,53.318145,39.0,39.85,37.37,38.13,654033,4477,38.308038,13.1,13.28,13.035,13.22,538096,3475,13.188964
2018-07-11,277.17,278.04,276.52,276.86,77958543,300427,277.266925,54.66,54.8,53.97,54.72,866699,8374,54.538454,52.4,52.6,50.9,51.9,769858,6605,51.924737,37.68,38.48,35.85,37.18,702535,5320,37.155013,13.16,13.22,12.95,13.02,455450,2913,13.07706
2018-07-12,278.29,279.43,277.6,279.37,60185206,236263,278.725115,55.26,55.2897,54.04,54.7,1414926,11192,54.613796,52.05,53.34,52.0,52.9,462479,4802,52.69169,37.49,37.7498,36.8727,37.33,252369,1981,37.270639,13.09,13.12,12.93,13.06,294443,2656,13.035951
2018-07-13,279.19,279.93,278.66,279.59,48259487,206152,279.527779,54.55,55.06,53.8471,54.06,1613226,13205,54.143093,53.2,54.45,52.55,54.4,492397,4780,53.876067,36.86,40.42,36.47,37.35,966055,6666,38.69408,13.03,13.23,12.84,13.1,550423,3331,13.070193
2018-07-16,279.66,279.803,278.84,279.34,48722138,177350,279.312325,54.06,55.26,53.51,54.01,1894510,13626,54.054084,54.65,55.45,53.85,54.4,619034,5804,54.662387,37.35,37.37,35.02,35.48,739108,5134,35.823071,13.14,13.2001,12.81,12.85,422968,2334,12.975667
2018-07-17,278.48,280.91,278.41,280.47,52890500,216883,280.027102,53.55,54.07,53.39,53.75,1375076,13205,53.712766,54.5,55.25,54.1,54.9,447760,5181,55.016687,35.33,36.5,35.1,36.19,438251,3456,35.852377,12.8,12.96,12.54,12.67,924669,5509,12.713836
2018-07-18,280.57,281.18,280.06,281.06,45335061,169756,280.805105,53.78,54.32,52.555,54.0,1975817,15710,53.640636,55.0,55.1,53.45,54.3,402097,3779,54.274666,36.31,38.42,36.2,37.64,407849,3033,37.304903,12.65,12.97,12.51,12.83,427790,3253,12.82166
2018-07-19,280.31,280.74,279.46,280.0,61491867,236049,280.146764,53.73,54.62,53.52,53.88,1801559,14768,54.115243,54.2,54.4777,53.45,54.3,488645,4413,54.022025,37.61,37.87,36.77,37.4,330794,2620,37.317769,12.75,13.2,12.73,13.07,818335,5194,13.099932
2018-07-20,279.8,280.48,279.5,279.68,83383795,235636,279.86541,53.85,54.32,53.37,53.48,1175838,10649,53.744477,54.45,55.09,53.4,53.65,445741,4443,53.844682,37.53,37.53,36.54,36.85,170737,1610,36.820274,13.08,13.12,12.75,12.78,595274,3233,12.856088
2018-07-23,279.46,280.43,279.06,280.2,47047565,190987,279.912183,53.02,53.35,52.4,52.62,1778633,12004,52.671144,53.5,54.425,53.4,54.0,403053,3581,53.991206,36.95,38.6483,36.54,37.86,410546,3180,37.696341,12.74,12.815,12.47,12.56,610659,3350,12.594307
2018-07-24,281.79,282.56,280.63,281.61,68218935,251365,281.615133,52.99,53.78,52.42,53.05,1224440,10930,53.102682,54.2,54.85,53.05,53.55,610310,5385,53.70721,38.26,39.1,37.265,38.25,406737,3374,38.193432,12.65,13.08,12.6,13.04,597943,3464,12.911364
2018-07-25,281.37,284.37,281.28,284.01,78935477,265447,282.837607,53.09,54.09,52.78,54.04,1377748,12201,53.652394,53.75,58.0,53.45,57.85,1247395,8870,56.114811,38.08,39.47,38.04,38.55,441188,3495,38.905624,13.08,13.43,12.93,13.38,752481,2621,13.284163
2018-07-26,283.15,284.11,283.09,283.34,58005495,237666,283.483326,53.83,54.77,53.45,53.67,1939738,18419,53.710991,57.1,57.7,54.35,54.95,1399419,10858,55.57645,38.57,39.09,37.585,37.91,301075,2482,38.072084,13.29,13.5,13.29,13.36,531438,2945,13.365883
2018-07-27,283.73,283.82,280.38,281.42,78312976,326991,281.784023,50.6,52.18,48.0,51.65,6612559,50319,50.099925,54.45,54.5,51.7,53.95,1094000,9217,53.391135,37.98,37.98,36.4826,36.99,255768,2706,36.99582,13.33,13.43,13.13,13.18,424338,3221,13.243715
2018-07-30,281.51,281.69,279.36,279.95,64319758,252060,280.290726,51.56,52.68,50.86,51.57,2150845,19298,51.637445,54.25,54.4,52.2,53.0,840236,6869,53.065283,36.95,37.3308,35.73,36.07,324158,2698,36.53997,13.25,13.3924,12.86,13.15,560003,3783,13.086523
2018-07-31,280.7,282.02,280.38,281.33,68584293,275208,281.218025,51.95,53.11,51.571,52.35,1629721,12807,52.527753,53.0,54.05,52.45,53.25,567460,4597,53.295467,35.85,36.37,34.5761,35.27,486518,3684,35.345773,13.15,13.6,13.15,13.48,790054,3731,13.474454
2018-08-01,281.48,282.13,280.1315,280.86,55015826,244835,281.076175,53.15,53.67,52.4,53.38,1339713,12812,53.289776,53.45,56.7,53.05,56.25,1056133,10995,55.422504,35.15,36.45,34.975,36.1,273523,2509,35.671977,13.54,13.79,13.34,13.75,509472,3447,13.64937
2018-08-02,279.44,282.58,279.16,282.39,63766084,247750,281.496534,52.92,54.15,52.46,53.59,1068881,9927,53.535653,56.0,58.3,54.3,56.3,1647128,12828,56.322531,35.84,36.31,34.8706,35.23,320125,2482,35.533518,13.62,14.09,13.62,13.99,770242,4850,13.955946
2018-08-03,282.55,283.6577,282.33,283.6,53965986,201724,283.200895,53.5,53.92,52.06,52.84,1440930,11965,52.77961,50.5,51.2,46.4,48.45,5559747,41296,47.866148,35.05,35.67,34.6,35.5,347075,3000,35.113651,13.98,14.04,13.56,13.72,480418,3663,13.749305
2018-08-06,283.64,284.99,283.2015,284.64,39450487,159467,284.366423,52.7,53.67,52.491,53.57,665207,6926,53.370694,48.35,50.05,48.35,49.65,1076386,8749,49.584995,35.25,38.61,34.75,37.47,632426,4482,37.012635,13.71,13.855,13.62,13.77,263788,2440,13.750118
2018-08-07,285.4,286.01,285.24,285.58,43427090,181015,285.635439,53.74,54.36,53.2,53.6,991632,10616,53.849403,50.0,50.25,46.85,46.95,1177448,9308,48.182194,39.0,44.3,38.19,40.3,1476477,10510,41.971366,13.84,14.68,13.84,14.48,1159164,7598,14.396347
2018-08-08,285.39,285.91,284.94,285.46,42273966,154349,285.479104,53.42,54.5699,53.07,54.46,1026706,8051,54.1463,47.05,48.275,47.05,48.15,706678,5936,47.916583,41.71,42.05,39.07,40.01,599732,4355,40.051783,14.49,14.8003,14.49,14.72,1016867,6214,14.649995
2018-08-09,285.54,285.97,284.915,285.07,37130583,140980,285.455348,54.46,55.235,54.0135,54.45,1557956,9547,54.57884,48.05,48.95,46.5,46.85,797159,6872,47.322676,40.1,41.7,39.59,39.85,383200,3239,40.347224,14.68,14.98,14.4,14.45,715811,4897,14.592625
2018-08-10,283.42,284.055,282.36,283.16,77399449,292690,283.35056,53.97,54.05,52.42,52.79,1230757,11055,52.850206,46.35,46.85,45.36,46.25,973640,6913,46.145533,39.39,39.81,38.35,38.7,241030,1948,38.957859,14.39,14.415,14.08,14.28,535796,3543,14.275349
2018-08-13,283.49,284.16,281.77,282.1,65970064,270772,282.691061,52.74,53.04,52.33,52.47,978206,9350,52.617053,46.55,47.75,45.775,45.85,729587,6526,46.236416,38.37,39.35,36.45,37.09,289799,1996,37.32716,14.2,14.25,13.48,13.58,967946,5951,13.724714
2018-08-14,282.94,284.17,282.05,283.9,43929923,193568,283.605244,52.63,52.639,51.21,52.01,1280128,9976,51.812365,45.9,46.425,44.1,45.75,852391,7793,45.070975,37.16,37.85,36.02,37.66,329586,2494,36.836932,12.49,13.73,12.3,13.31,1725929,10625,13.167544
2018-08-15,282.35,282.54,280.16,281.78,102949355,437746,281.355281,51.7,51.7,50.12,50.7,1566365,13860,50.685189,45.5,45.55,43.6,44.9,878549,6896,44.600121,37.16,37.2106,36.171,36.72,149760,1503,36.624144,12.89,13.62,12.64,13.19,1328063,8185,13.104894
2018-08-16,283.38,285.04,283.36,284.06,69968919,259400,284.017323,51.03,51.47,50.59,50.86,858537,7900,51.007703,45.45,46.4,45.05,45.9,699174,5762,45.724516,36.69,37.44,35.69,37.11,302362,2732,36.558718,13.17,13.532,12.93,13.11,750093,5422,13.141599
2018-08-17,283.76,285.5601,283.37,285.06,66354435,244275,284.606982,50.94,51.11,49.97,51.0,1522287,13253,50.679241,45.9,46.1,44.85,45.65,713634,5068,45.530598,36.9,36.9,34.4,35.13,462619,3345,35.409373,13.11,13.345,12.935,13.11,742413,5002,13.167084
2018-08-20,285.58,285.97,285.06,285.67,39817739,160489,285.568037,50.89,52.76,50.89,52.32,1552982,13275,52.199439,45.85,47.15,45.25,47.0,745115,5457,46.727486,35.04,36.51,34.85,35.2,532157,3412,35.665668,13.14,13.31,12.97,13.13,763591,4159,13.138393
2018-08-21,286.26,287.31,285.7135,286.34,67271983,243816,286.583994,52.64,53.48,52.4635,52.93,1058361,10063,53.02913,47.35,48.5,46.95,47.35,595962,4946,47.552409,35.22,35.785,34.25,34.33,426439,3274,34.796843,13.1,13.35,13.03,13.09,609239,3932,13.121671
2018-08-22,285.89,286.76,285.575,286.17,44993333,190750,286.230403,52.82,53.75,52.47,52.55,938950,7555,52.936721,47.15,47.9258,46.7,47.15,419752,3601,47.104258,34.41,34.6407,32.59,33.59,460962,3424,33.62955,13.13,13.28,13.1,13.18,508296,3449,13.184671
2018-08-23,285.94,286.94,285.43,285.79,49218851,196814,285.995389,52.55,52.76,51.525,51.57,955625,9118,51.935481,47.2,47.9,46.7,47.1,483636,4263,47.282014,33.71,34.5884,33.16,34.12,226500,1701,33.959597,13.21,13.46,13.18,13.41,542277,3379,13.360847
2018-08-24,286.46,287.67,286.38,287.51,57487399,219986,287.228614,51.59,52.5,51.59,52.08,751149,7190,52.106073,47.05,47.85,46.9,47.775,459205,3772,47.548097,34.85,37.15,34.82,36.66,394240,3307,36.487009,13.47,13.95,13.43,13.86,1277867,4075,13.831849
2018-08-27,288.86,289.9,288.68,289.78,57714809,213475,289.247433,52.09,53.08,52.09,52.61,1019543,8119,52.620574,47.8,48.0,47.0,47.2,409464,4008,47.276475,37.1,38.935,36.88,37.15,430592,3971,37.892606,13.84,14.265,13.78,13.94,522549,3531,13.967123
2018-08-28,290.3,290.4175,289.4,289.92,47215226,174509,289.875195,52.77,53.02,51.82,51.94,782425,6953,52.064804,47.2,48.25,46.09,47.85,845225,7632,47.420062,37.2,37.5546,36.41,36.85,233549,2120,36.953458,14.06,14.15,13.48,13.72,1157071,3698,13.74975
2018-08-29,290.16,291.74,289.8854,291.48,62288529,207173,291.051999,52.0,53.45,52.0,53.07,1214568,8807,52.967704,48.25,48.85,47.675,48.1,519544,4000,48.335661,36.71,37.5,36.71,37.23,164237,1695,37.26048,14.25,15.3,14.2,14.8,2610882,13253,14.913756
2018-08-30,290.94,291.36,289.63,290.3,61744506,270414,290.639989,52.77,53.21,52.11,52.16,791133,7723,52.448993,48.15,48.54,47.55,47.9,375112,3707,47.958164,37.04,37.065,34.91,35.13,329178,2699,35.481465,14.8,15.18,14.08,14.18,1212550,6906,14.520259
2018-08-31,289.84,290.81,289.29,290.31,66796394,237749,290.087975,52.01,52.41,51.65,52.08,725861,7381,52.024941,47.65,48.15,46.65,47.95,606148,5158,47.742987,35.05,35.75,34.49,35.67,200041,1659,35.194301,14.13,14.39,14.13,14.36,498734,3263,14.30435
2018-09-04,289.85,290.21,288.68,289.81,57816442,246057,289.555303,51.96,52.22,51.07,51.31,801423,8415,51.424249,47.5,48.19,46.6,47.9,722444,5381,47.619005,35.4,35.88,34.5,35.84,120184,1878,35.364587,14.36,14.56,14.25,14.51,794912,5343,14.472989
2018-09-05,289.41,289.64,287.89,289.03,72545437,291581,288.933009,51.27,51.47,50.31,51.26,963491,8867,51.05618,47.7,47.85,45.85,47.3,571346,4597,47.077676,35.65,35.73,33.07,33.09,440417,3356,33.883547,14.44,14.44,14.03,14.42,330641,2619,14.300677
2018-09-06,289.17,289.49,287.0,288.16,65984976,289835,288.115095,51.26,51.59,49.45,50.15,1215097,10747,50.253344,47.05,47.3,45.55,45.55,659141,4969,46.154456,33.01,33.87,31.75,33.33,243639,2337,32.868314,14.38,14.49,14.17,14.32,370309,2487,14.305236
2018-09-07,286.96,288.7,286.71,287.6,73632624,309155,287.603813,49.95,50.03,48.37,48.51,1399250,10464,48.946177,45.25,45.45,42.55,42.7,1490397,11979,43.585963,33.0,33.149,30.86,31.05,296810,2437,31.518162,14.31,14.67,14.24,14.65,759925,4556,14.4685
2018-09-10,288.74,289.04,287.88,288.1,50712904,207070,288.169058,48.86,48.96,48.14,48.16,1253677,11133,48.371566,42.85,43.45,41.1,42.25,1197314,10098,41.96386,31.46,31.46,30.22,31.28,283644,2589,30.958135,14.67,14.86,14.43,14.69,531384,3718,14.628656
2018-09-11,287.37,289.55,286.975,289.05,50552311,213944,288.70211,48.0,48.65,47.5909,48.45,965389,9141,48.284773,42.1,43.3,41.7,43.05,508359,4502,42.791293,31.14,32.411,30.73,31.72,273084,2274,31.656489,14.63,14.8,14.5,14.72,364400,2328,14.688647
2018-09-12,289.05,289.8,288.23,289.12,60051008,269018,289.039159,48.31,48.95,47.67,48.9,929373,8343,48.504009,43.15,43.5,42.65,43.3,485377,3953,43.152654,31.32,31.82,31.0,31.11,153905,1368,31.247151,14.65,15.0,14.53,14.94,390365,2356,14.840397
2018-09-13,290.3,291.0384,289.995,290.83,51582525,234792,290.542572,49.03,49.68,48.261,48.41,1005329,9435,48.819082,43.5,45.2,43.5,43.75,569256,4779,44.102221,31.22,32.175,31.0,31.65,177331,1627,31.533037,14.86,15.1,14.64,14.66,338173,2802,14.780126
2018-09-14,291.11,291.27,290.0,290.88,55532434,222197,290.788283,48.32,48.74,47.92,48.21,987706,8414,48.227577,43.8,44.55,42.05,42.15,742883,6177,42.646131,31.66,31.87,30.53,30.8,197269,1426,31.08283,14.69,14.75,14.52,14.62,460373,2717,14.635963
2018-09-17,290.82,290.86,289.03,289.34,69902080,248360,289.950874,47.91,48.25,47.34,47.75,862619,8253,47.861055,42.5,43.3549,41.3,42.1,825149,6264,42.323904,30.59,31.065,29.0001,29.57,366661,3095,29.832602,14.61,14.73,14.42,14.66,375289,2843,14.573306
